Артикул	Номенклатура.Производитель (бренд)	Номенклатура на 6 января 2026 г.	KZ РРЦ	KZ Дилер	%	ALM а 23 февраля 2026 г.	AlmRes	AlmAway	Ast	AstRes	AstAway	Alm2	Msk ст на 26 мая 2025 г.	MskRes	MskAway	Pic	URL	Status	Unnamed: 19	Unnamed: 20	Unnamed: 21	KZ РРЦ.1	KZ Дилер.1	%.1	0	AlmRes.1	AlmAway.1	Ast.1	AstRes.1	AstAway.1	Alm2.1	Msk ст на 26 мая 2025 г..1	MskRes.1	MskAway.1	Pic.1	URL.1	Status.1	Unnamed: 38	Unnamed: 39
TS-003DR_02	ITC	TS-003DR Удлинитель  0,2 м. 6-pin - male network mouth	14080.0	9350.0	-33.59375	0	0	0	0.0	0.0	0.0	0	30	0	0		https://ipmatika.kz/products/tsifrovaya-konferents-sistema-serii-ts-02/TS-003DR/					14080.0	9350.0	-33.59375	0	0	0	0.0	0.0	0.0	0	30	0	0		https://ipmatika.kz/products/tsifrovaya-konferents-sistema-serii-ts-02/TS-003DR/			
TS-003DRM_02	ITC	TS-003DRM Удлинитель 0,2 м. 6-pin - female network mouth	14080.0	9350.0	-33.59375	0	0	0	0.0	0.0	0.0	0	10	2	0		https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-003DRM/					14080.0	9350.0	-33.59375	0	0	0	0.0	0.0	0.0	0	10	2	0		https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-003DRM/			
TS-0230M3	ITC	TS-0230M3, встраиваемый  выдвижной микрофон председателя	674850.0	404800.0	-40.01629991850041	0	0	0	0.0	0.0	0.0	0	0	0	0	http://ipmatika.ru/upload/iblock/53b/TS-0230M3.jpg	https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0230M3/					674850.0	404800.0	-40.01629991850041	0	0	0	0.0	0.0	0.0	0	0	0	0	http://ipmatika.ru/upload/iblock/53b/TS-0230M3.jpg	https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0230M3/			
TS-0230MA3	ITC	TS-0230MA3, встраиваемый  выдвижной микрофон делегата	674850.0	404800.0	-40.01629991850041	0	0	0	0.0	0.0	0.0	0	0	0	0		https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0230M%C03/					674850.0	404800.0	-40.01629991850041	0	0	0	0.0	0.0	0.0	0	0	0	0		https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0230M%C03/			
TS-0300M	ITC	TS-0300M, цифровой контроллер для проводных и беспроводных конференц-систем	1361250.0	816750.0	-40.0	0	0	0	0.0	0.0	0.0	0	10	4	1	http://ipmatika.ru/upload/iblock/2dd/7l22nn9boygivmf96h5nwn8weg48gucp/TS-0300M.jpg	https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0300M/					1361250.0	816750.0	-40.0	0	0	0	0.0	0.0	0.0	0	10	4	1	http://ipmatika.ru/upload/iblock/2dd/7l22nn9boygivmf96h5nwn8weg48gucp/TS-0300M.jpg	https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0300M/			
TS-0300MЕ	ITC	TS-0300ME, контроллер расширения для проводных конференц-систем, до 128 проводных микрофонов	957550.0	574200.0	-40.03446295232625	0	0	0	0.0	0.0	0.0	0	0	0	0		https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0300ME/					957550.0	574200.0	-40.03446295232625	0	0	0	0.0	0.0	0.0	0	0	0	0		https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0300ME/			
TS-0300MS	ITC	TS-0300MS, цифровой контроллер для беспроводных конференц-систем	972400.0	583000.0	-40.04524886877828	0	0	0	0.0	0.0	0.0	0	0	1	0	http://ipmatika.ru/upload/iblock/383/ocy33ikhyhgr01xeykncspkr2wggothf/TS-0300MS_4.jpg	https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0300MS/	NEW. Под заказ				972400.0	583000.0	-40.04524886877828	0	0	0	0.0	0.0	0.0	0	0	1	0	http://ipmatika.ru/upload/iblock/383/ocy33ikhyhgr01xeykncspkr2wggothf/TS-0300MS_4.jpg	https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0300MS/	NEW. Под заказ		
TS-0300MX	ITC	TS-0300MX, контроллер разделения функций	957000.0	574750.0	-39.94252873563219	0	0	0	0.0	0.0	0.0	0	3	0	0	http://ipmatika.ru/upload/iblock/e0e/TS-0300MX.png	https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0300MX/					957000.0	574750.0	-39.94252873563219	0	0	0	0.0	0.0	0.0	0	3	0	0	http://ipmatika.ru/upload/iblock/e0e/TS-0300MX.png	https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0300MX/			
TS-0302	ITC	TS-0302, микрофон председателя, кабель витая пара	218900.0	130900.0	-40.20100502512563	0	0	0	0.0	0.0	0.0	0	0	0	0	http://ipmatika.ru/upload/iblock/fc5/tbj1hqzfvypbi1hjabzmnu96pw36g01e/TS-0302_A_1.jpg	https://www.ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0302/					218900.0	130900.0	-40.20100502512563	0	0	0	0.0	0.0	0.0	0	0	0	0	http://ipmatika.ru/upload/iblock/fc5/tbj1hqzfvypbi1hjabzmnu96pw36g01e/TS-0302_A_1.jpg	https://www.ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0302/			
TS-0302А	ITC	TS-0302А, микрофон делегата, кабель витая пара	218900.0	130900.0	-40.20100502512563	0	0	0	0.0	0.0	0.0	0	0	0	0	http://ipmatika.ru/upload/iblock/cbe/m31fg6wc3l180us6yc64kmy1db8xtt1g/TS-0202A.jpg	https://www.ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0302%C0/					218900.0	130900.0	-40.20100502512563	0	0	0	0.0	0.0	0.0	0	0	0	0	http://ipmatika.ru/upload/iblock/cbe/m31fg6wc3l180us6yc64kmy1db8xtt1g/TS-0202A.jpg	https://www.ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0302%C0/			
TS-0304	ITC	TS-0304, цифро-аналоговый микрофон председателя с резервированием, серый цвет	669900.0	402050.0	-39.983579638752055	0	0	0	0.0	0.0	0.0	0	0	0	0	http://ipmatika.ru/upload/iblock/e8c/TS-0304.png	https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0304/					669900.0	402050.0	-39.983579638752055	0	0	0	0.0	0.0	0.0	0	0	0	0	http://ipmatika.ru/upload/iblock/e8c/TS-0304.png	https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0304/			
TS-0304А	ITC	TS-0304А, цифро-аналоговый микрофон делегата с резервированием, серый цвет	669900.0	402050.0	-39.983579638752055	0	0	0	0.0	0.0	0.0	0	0	0	0		https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0304A/					669900.0	402050.0	-39.983579638752055	0	0	0	0.0	0.0	0.0	0	0	0	0		https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0304A/			
TS-0305	ITC	"TS-0305, микрофон председателя с сенсорным экраном 4,3"", кабель витая пара"	544500.0	326700.0	-40.0	0	0	0	0.0	0.0	0.0	0	0	0	0	http://ipmatika.ru/upload/iblock/0a9/TS-0305.png	https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0305/					544500.0	326700.0	-40.0	0	0	0	0.0	0.0	0.0	0	0	0	0	http://ipmatika.ru/upload/iblock/0a9/TS-0305.png	https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0305/			
TS-0305А	ITC	"TS-0305А, микрофон делегата с сенсорным экраном 4,3"", кабель витая пара"	544500.0	326700.0	-40.0	0	0	0	0.0	0.0	0.0	0	0	0	0		https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0305A/					544500.0	326700.0	-40.0	0	0	0	0.0	0.0	0.0	0	0	0	0		https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0305A/			
TS-0308	ITC	TS-0308, микрофон председателя, кабель витая пара, цвет графит	218900.0	131450.0	-39.949748743718594	0	0	0	0.0	0.0	0.0	0	0	0	3	http://ipmatika.ru/upload/iblock/d23/TS-0308.png	https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0308/					218900.0	131450.0	-39.949748743718594	0	0	0	0.0	0.0	0.0	0	0	0	3	http://ipmatika.ru/upload/iblock/d23/TS-0308.png	https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0308/			
TS-0308A	ITC	TS-0308A, микрофон делегата, кабель витая пара, цвет графит	218900.0	131450.0	-39.949748743718594	0	0	0	0.0	0.0	0.0	0	0	0	21	http://ipmatika.ru/upload/iblock/e1c/TS-0308A.png	https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0308A/					218900.0	131450.0	-39.949748743718594	0	0	0	0.0	0.0	0.0	0	0	0	21	http://ipmatika.ru/upload/iblock/e1c/TS-0308A.png	https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0308A/			
TS-0309	ITC	"TS-0309, микрофон председателя, сенсорный  экран 3,5"", кабель витая пара"	501050.0	300850.0	-39.95609220636663	0	0	0	0.0	0.0	0.0	0	0	0	0	http://ipmatika.ru/upload/iblock/d53/TS-0309_1.png	https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0309/					501050.0	300850.0	-39.95609220636663	0	0	0	0.0	0.0	0.0	0	0	0	0	http://ipmatika.ru/upload/iblock/d53/TS-0309_1.png	https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0309/			
TS-0309А	ITC	"TS-0309A, микрофон делегата, сенсорный  экран 3,5"", кабель витая пара"	501050.0	300850.0	-39.95609220636663	0	0	0	0.0	0.0	0.0	0	0	0	0	http://ipmatika.ru/upload/iblock/615/chm1rbm1t1p9nrbonnpkl81t3c5nxmaa/TS-0309A_01.jpg	https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0309%C0/					501050.0	300850.0	-39.95609220636663	0	0	0	0.0	0.0	0.0	0	0	0	0	http://ipmatika.ru/upload/iblock/615/chm1rbm1t1p9nrbonnpkl81t3c5nxmaa/TS-0309A_01.jpg	https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0309%C0/			
TS-0309D	ITC	"TS-0309D, микрофон председателя, сенсорный  экран 3,5"", кабель витая пара"	559350.0	335500.0	-40.0196656833825	0	0	0	0.0	0.0	0.0	0	0	0	0							559350.0	335500.0	-40.0196656833825	0	0	0	0.0	0.0	0.0	0	0	0	0					
TS-0309DA	ITC	"TS-0309DА, микрофон делегата, сенсорный  экран 3,5"", кабель витая пара"	559350.0	335500.0	-40.0196656833825	0	0	0	0.0	0.0	0.0	0	0	0	0							559350.0	335500.0	-40.0196656833825	0	0	0	0.0	0.0	0.0	0	0	0	0					
TS-0310	ITC	"TS-0310, микрофон председателя, сенсорный  экран 4,3"", кабель витая пара"	510400.0	306350.0	-39.97844827586207	0	0	0	0.0	0.0	0.0	0	5	1	0		https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0310/					510400.0	306350.0	-39.97844827586207	0	0	0	0.0	0.0	0.0	0	5	1	0		https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0310/			
TS-0310D	ITC	"TS-0310D, микрофон председателя, сенсорный  экран 4,3"", кабель витая пара"	559350.0	335500.0	-40.0196656833825	0	0	0	0.0	0.0	0.0	0	0	0	0		https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0310D/					559350.0	335500.0	-40.0196656833825	0	0	0	0.0	0.0	0.0	0	0	0	0		https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0310D/			
TS-0310DA	ITC	"TS-0310DA, микрофон делегата, сенсорный  экран 4,3"", кабель витая пара"	559350.0	335500.0	-40.0196656833825	0	0	0	0.0	0.0	0.0	0	0	0	0		https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0310D%C0/					559350.0	335500.0	-40.0196656833825	0	0	0	0.0	0.0	0.0	0	0	0	0		https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0310D%C0/			
TS-0310А	ITC	"TS-0310А, микрофон делегата, сенсорный  экран 4,3"", кабель витая пара"	510400.0	306350.0	-39.97844827586207	0	0	0	0.0	0.0	0.0	0	0	33	0		https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0310%C0/					510400.0	306350.0	-39.97844827586207	0	0	0	0.0	0.0	0.0	0	0	33	0		https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0310%C0/			
TS-0314	ITC	TS-0314, встраиваемый моторизованный микрофонный массив председателя	971850.0	583000.0	-40.01131861912847	0	0	0	0.0	0.0	0.0	0	0	0	0	http://ipmatika.ru/upload/iblock/009/pxfnjp7ob1cr25ytdwdl9c1xde6uy36t/TS-0314_anons.jpg	https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0314/	NEW. Под заказ				971850.0	583000.0	-40.01131861912847	0	0	0	0.0	0.0	0.0	0	0	0	0	http://ipmatika.ru/upload/iblock/009/pxfnjp7ob1cr25ytdwdl9c1xde6uy36t/TS-0314_anons.jpg	https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0314/	NEW. Под заказ		
TS-0314A	ITC	TS-0314A, встраиваемый моторизованный микрофонный массив делегата	971850.0	583000.0	-40.01131861912847	0	0	0	0.0	0.0	0.0	0	0	0	0	http://ipmatika.ru/upload/iblock/d98/j47a3dk98stiza8fw1teyry4dzvrqtlr/TS-0314A_02.jpg	https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0314A/	NEW. Под заказ				971850.0	583000.0	-40.01131861912847	0	0	0	0.0	0.0	0.0	0	0	0	0	http://ipmatika.ru/upload/iblock/d98/j47a3dk98stiza8fw1teyry4dzvrqtlr/TS-0314A_02.jpg	https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0314A/	NEW. Под заказ		
TS-0315	ITC	TS-0315, микрофон председателя, кабель витая пара, цвет серый	364650.0	251090.69999999998	-31.1419991772933	0	0	0	0.0	0.0	0.0	0	3	0	0		https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0315/					364650.0	251090.69999999998	-31.1419991772933	0	0	0	0.0	0.0	0.0	0	3	0	0		https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0315/			
TS-0315A	ITC	TS-0315A, микрофон делегата, кабель витая пара, цвет серый	364650.0	251090.69999999998	-31.1419991772933	0	0	0	0.0	0.0	0.0	0	13	0	0		https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0315A/					364650.0	251090.69999999998	-31.1419991772933	0	0	0	0.0	0.0	0.0	0	13	0	0		https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0315A/			
TS-0318	ITC	"TS-0318, микрофон председателя, сенсорный  экран 4,1"", кабель витая пара"	583000.0	349800.0	-40.0	0	0	0	0.0	0.0	0.0	0	1	0	0		https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0318/					583000.0	349800.0	-40.0	0	0	0	0.0	0.0	0.0	0	1	0	0		https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0318/			
TS-0318A	ITC	"TS-0318A, микрофон делегата, сенсорный  экран 4,1"", кабель витая пара"	583000.0	349800.0	-40.0	0	0	0	0.0	0.0	0.0	0	1	0	0		https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0318A/					583000.0	349800.0	-40.0	0	0	0	0.0	0.0	0.0	0	1	0	0		https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0318A/			
TS-0318C	ITC	"TS-0318C, микрофон председателя, сенсорный  экран 4,1"", кабель витая пара"	574200.0	344300.0	-40.03831417624521	0	0	0	0.0	0.0	0.0	0	1	0	0		https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0318C/					574200.0	344300.0	-40.03831417624521	0	0	0	0.0	0.0	0.0	0	1	0	0		https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0318C/			
TS-0318CA	ITC	"TS-0318CA, микрофон председателя, сенсорный  экран 4,1"", кабель витая пара"	574200.0	344300.0	-40.03831417624521	0	0	0	0.0	0.0	0.0	0	1	0	0		https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0318CA/					574200.0	344300.0	-40.03831417624521	0	0	0	0.0	0.0	0.0	0	1	0	0		https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0318CA/			
TS-0321	ITC	TS-0321 Удлинитель линии	262900.0	157850.0	-39.9581589958159	0	0	0	0.0	0.0	0.0	0	7	0	0	http://ipmatika.ru/upload/iblock/df5/TS-0321.png	https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0321/					262900.0	157850.0	-39.9581589958159	0	0	0	0.0	0.0	0.0	0	7	0	0	http://ipmatika.ru/upload/iblock/df5/TS-0321.png	https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0321/			
TS-0323	ITC	TS-0323 Удлинитель линии, до 100 м., 6 pin	167750.0	100650.0	-40.0	0	0	0	0.0	0.0	0.0	0	0	0	0	http://ipmatika.ru/upload/iblock/fbc/gms8mvr18dq9t4n1xtpssq02x6v3epvw/TS-0323_anons.jpg	https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0323/					167750.0	100650.0	-40.0	0	0	0	0.0	0.0	0.0	0	0	0	0	http://ipmatika.ru/upload/iblock/fbc/gms8mvr18dq9t4n1xtpssq02x6v3epvw/TS-0323_anons.jpg	https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0323/			
TS-0323B	ITC	TS-0323B Удлинитель линии Т-образный	30800.0	18700.0	-39.285714285714285	0	0	0	0.0	0.0	0.0	0	10	1	0	http://ipmatika.ru/upload/iblock/869/mz9qqwfiw53crc14gevb397ccyx6qk0b/TS-0323B.jpg	https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0323B/					30800.0	18700.0	-39.285714285714285	0	0	0	0.0	0.0	0.0	0	10	1	0	http://ipmatika.ru/upload/iblock/869/mz9qqwfiw53crc14gevb397ccyx6qk0b/TS-0323B.jpg	https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0323B/			
TS-0332	ITC	TS-0332, микрофон председателя встраиваемый	267300.0	160600.0	-39.91769547325103	0	0	0	0.0	0.0	0.0	0	0	0	0	http://ipmatika.ru/upload/iblock/34f/TS-0332.png	https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0332/	Под заказ				267300.0	160600.0	-39.91769547325103	0	0	0	0.0	0.0	0.0	0	0	0	0	http://ipmatika.ru/upload/iblock/34f/TS-0332.png	https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0332/	Под заказ		
TS-0332A	ITC	TS-0332A, микрофон делегата встраиваемый	267300.0	160600.0	-39.91769547325103	0	0	0	0.0	0.0	0.0	0	0	0	0		https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0332%C0/	Под заказ				267300.0	160600.0	-39.91769547325103	0	0	0	0.0	0.0	0.0	0	0	0	0		https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0332%C0/	Под заказ		
TS-0336	ITC	TS-0336 микрофон председателя встраиваемый с функцией синхронного перевода	315700.0	194392.80000000002	-38.42483370288248	0	0	0	0.0	0.0	0.0	0	0	0	0	http://ipmatika.ru/upload/iblock/965/y34s3konu8z60v2awote7zetc0oasjlh/TS-0336%282%29.png	https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0336/	Под заказ				315700.0	194392.80000000002	-38.42483370288248	0	0	0	0.0	0.0	0.0	0	0	0	0	http://ipmatika.ru/upload/iblock/965/y34s3konu8z60v2awote7zetc0oasjlh/TS-0336%282%29.png	https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0336/	Под заказ		
TS-0336A	ITC	TS-0336A микрофон делегата встраиваемый с функцией синхронного перевода	315700.0	194392.80000000002	-38.42483370288248	0	0	0	0.0	0.0	0.0	0	0	0	0		https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0336%C0/	Под заказ				315700.0	194392.80000000002	-38.42483370288248	0	0	0	0.0	0.0	0.0	0	0	0	0		https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-0336%C0/	Под заказ		
TS-3402	ITC	TS-3402 микрофон председатель/делегат встраиваемый	717750.0	422400.0	-41.14942528735632	0	0	0	0.0	0.0	0.0	0	0	0	0	http://ipmatika.ru/upload/iblock/be9/5ko33jvjowe6azfbrf8018dfeayybjnz/TS-3402.jpg	https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-3402/	NEW. Под заказ				717750.0	422400.0	-41.14942528735632	0	0	0	0.0	0.0	0.0	0	0	0	0	http://ipmatika.ru/upload/iblock/be9/5ko33jvjowe6azfbrf8018dfeayybjnz/TS-3402.jpg	https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-3402/	NEW. Под заказ		
TS-3421	ITC	TS-3421 Удлинитель линии (для TS-3402)	215600.0	127050.0	-41.07142857142857	0	0	0	0.0	0.0	0.0	0	0	0	0	http://ipmatika.ru/upload/iblock/cc9/phpt6oc9cnwiqf4g3xo2vhwgof4ss4nb/TS-3421_1.jpg	https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-3421/	NEW. Под заказ				215600.0	127050.0	-41.07142857142857	0	0	0	0.0	0.0	0.0	0	0	0	0	http://ipmatika.ru/upload/iblock/cc9/phpt6oc9cnwiqf4g3xo2vhwgof4ss4nb/TS-3421_1.jpg	https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-3421/	NEW. Под заказ		
TS-6F	ITC	TS-6F, розетка соединительная, 1 вход-3 выхода	188100.0	112750.0	-40.058479532163744	0	0	0	0.0	0.0	0.0	0	0	0	0	http://ipmatika.ru/upload/iblock/688/td7j3czapmjj1be773oeqr070rh1fhyd/TS-6F.jpg	https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-6F/	Под заказ				188100.0	112750.0	-40.058479532163744	0	0	0	0.0	0.0	0.0	0	0	0	0	http://ipmatika.ru/upload/iblock/688/td7j3czapmjj1be773oeqr070rh1fhyd/TS-6F.jpg	https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-6F/	Под заказ		
TS-W111 v.2	ITC	TS-W111, точка доступа для микрофонов, 802.11n/ac, версия 2	583000.0	350350.0	-39.905660377358494	0	0	0	0.0	0.0	0.0	0	2	2	0		https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-W111v.2/	EOL				583000.0	350350.0	-39.905660377358494	0	0	0	0.0	0.0	0.0	0	2	2	0		https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-W111v.2/	EOL		
TS-W116	ITC	TS-W116, точка доступа для микрофонов, 802.11ax	583000.0	350350.0	-39.905660377358494	1	0	0	0.0	0.0	0.0	0	3	3	0	http://ipmatika.ru/upload/iblock/adb/t77aoakufizfo2nh575q1xpjjlwmwvqw/TS-W116_01.jpg	https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-W116/	NEW				583000.0	350350.0	-39.905660377358494	1	0	0	0.0	0.0	0.0	0	3	3	0	http://ipmatika.ru/upload/iblock/adb/t77aoakufizfo2nh575q1xpjjlwmwvqw/TS-W116_01.jpg	https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-W116/	NEW		
TS-W180Q	ITC	TS-W180Q, зарядное устройство для микрофонов, 10 USB-разъемов	194700.0	141744.75	-27.19838212634822	1	0	0	0.0	0.0	0.0	0	9	3	0	http://ipmatika.ru/upload/iblock/8bb/7xdlfr63n1m71qjqto1dl79loj8mbukf/TS-W180Q_01.jpg	https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-W180Q/	NEW				194700.0	141744.75	-27.19838212634822	1	0	0	0.0	0.0	0.0	0	9	3	0	http://ipmatika.ru/upload/iblock/8bb/7xdlfr63n1m71qjqto1dl79loj8mbukf/TS-W180Q_01.jpg	https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-W180Q/	NEW		
TS-W301	ITC	"TS-W301, беспроводной микрофон председателя, 4.3"" цветной экран"	622600.0	373450.0	-40.01766784452297	0	0	0	0.0	0.0	0.0	0	2	0	0	http://ipmatika.ru/upload/iblock/1d1/kbg9eesmsd7f4lcmjk1lna8qr2d8l33z/TS-W301.png	https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-W301/					622600.0	373450.0	-40.01766784452297	0	0	0	0.0	0.0	0.0	0	2	0	0	http://ipmatika.ru/upload/iblock/1d1/kbg9eesmsd7f4lcmjk1lna8qr2d8l33z/TS-W301.png	https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-W301/			
TS-W301A	ITC	"TS-W301A, беспроводной микрофон делегата, 4.3"" цветной экран"	622600.0	373450.0	-40.01766784452297	0	0	0	0.0	0.0	0.0	0	8	0	0	http://ipmatika.ru/upload/iblock/e9c/sx1g2h7mojagjx99p8o8puuv6r05t7nz/TS-W301A.png	https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-W301A/					622600.0	373450.0	-40.01766784452297	0	0	0	0.0	0.0	0.0	0	8	0	0	http://ipmatika.ru/upload/iblock/e9c/sx1g2h7mojagjx99p8o8puuv6r05t7nz/TS-W301A.png	https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-W301A/			
TS-W301D	ITC	"TS-W301D, беспроводной микрофон председателя, 4.3"" цветной экран"	718300.0	430650.0	-40.04594180704441	0	0	0	0.0	0.0	0.0	0	4	0	0	http://ipmatika.ru/upload/iblock/b4d/TS-W301D.png	https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-W301D/					718300.0	430650.0	-40.04594180704441	0	0	0	0.0	0.0	0.0	0	4	0	0	http://ipmatika.ru/upload/iblock/b4d/TS-W301D.png	https://ipmatika.kz/products/tsifrovaya-konferents-sistema-itc-serii-ts-03/TS-W301D/			
